주간,순위,song,name,lastweek_rank,지속기간,변경,조회수
20200403-20200409,66위,"한강 gang megamix (Feat. 장석훈, CHANGMO, Coogie, SUPERBEE, Beenzino, ZENE THE ZILLA)",더 콰이엇(The Quiett),지난주 #62,18 weeks,-4%,259K
20200403-20200409,67위,"코로나 퇴치송 (김호중, 영탁, Lee Chanwon, 임영웅 & 장민호)",김호중,지난주 #54,3 weeks,-14.5%,258K
20200403-20200409,68위,400km (Feat. Kid Milli) (feat. 키드밀리),한요한,지난주 #69,2 weeks,5.4%,254K
20200403-20200409,69위,Workaholic,볼빨간사춘기,지난주 #76,22 weeks,15.7%,248K
20200403-20200409,70위,2U,강다니엘,지난주 #91,2 weeks,25.7%,238K
20200403-20200409,71위,Give You My Heart (마음을 드려요),아이유(IU),지난주 #29,8 weeks,-49.5%,236K
20200403-20200409,72위,아로하,쿨(COOL),지난주 #87,2 weeks,20%,230K
20200403-20200409,73위,Sweet Night,뷔,지난주 #49,4 weeks,-30.7%,230K
20200403-20200409,74위,Selfmade Orange 2 (feat. 창모(CHANGMO) & Paul Blanco),SUPERBEE,지난주 #61,4 weeks,-16%,227K
20200403-20200409,75위,I will give you all (내가 많이 사랑해요),이승철,지난주 #72,7 weeks,0.5%,224K
20200403-20200409,76위,BOSS,NCT U,지난주 #80,15 weeks,7.6%,220K
20200403-20200409,77위,Maniac,코난 그레이,지난주 #56,10 weeks,-23.6%,218K
20200403-20200409,78위,음파음파 Umpah Umpah,Red Velvet,지난주 #85,22 weeks,12.2%,218K
20200403-20200409,79위,기억을 걷는 시간 (The time of walking on remembrance),넬(NELL),지난주 #70,9 weeks,-7.6%,217K
20200403-20200409,80위,You Were Beautiful(예뻤어),DAY6(데이식스),지난주 #88,3 weeks,11%,213K
20200403-20200409,81위,Cheap Thrills,Sia(시아),지난주 #79,12 weeks,3.7%,212K
20200403-20200409,82위,Lonely Night,권진아,지난주 #99,2 weeks,18.2%,212K
20200403-20200409,83위,Break My Heart,두아 리파,지난주 #68,2 weeks,-13.2%,209K
20200403-20200409,84위,Hopefully sky(하늘바라기) (feat. 하림),정은지,지난주 #81,7 weeks,2.5%,207K
20200403-20200409,85위,Falling,Harry Styles(해리 스타일스),지난주 #86,10 weeks,5%,204K
20200403-20200409,86위,"다시 난, 여기 (Here I Am Again)",백예린,지난주 #73,13 weeks,-8.5%,204K
20200403-20200409,87위,눈물비 (정동원 Ver.),정동원,지난주 #84,11 weeks,1.3%,199K
20200403-20200409,88위,00:00 (Zero O’Clock),방탄소년단,지난주 #74,7 weeks,-8.7%,199K
20200403-20200409,89위,봄이 좋냐?? What The Spring??,10cm(십센치),--,8 weeks,--,197K
20200403-20200409,90위,BUNGEE (Fall in Love),오마이걸(OH MY GIRL),--,22 weeks,--,192K
20200403-20200409,91위,every moment with you (당신과는 천천히),장범준,지난주 #78,11 weeks,-7.9%,190K
20200403-20200409,92위,한 (一) (HANN (Alone)),(여자)아이들,--,25 weeks,--,189K
20200403-20200409,93위,사계 (Four Seasons),태연(TAEYEON),--,31 weeks,--,187K
20200403-20200409,94위,Gashina,선미 (SUNMI),--,41 weeks,--,187K
20200403-20200409,95위,Va va vis,Florina,지난주 #100,5 weeks,3.7%,185K
20200403-20200409,96위,Into the Unknown,Panic! At The Disco(패닉 앳 더 디스코),--,14 weeks,--,179K
20200403-20200409,97위,Supalonely (feat. 거스 대퍼튼),BENEE,지난주 #90,3 weeks,-6.5%,178K
20200403-20200409,98위,The Night I Miss You 니가 보고싶은 밤 (Live),윤딴딴,--,1 week,--,176K
20200403-20200409,99위,"I'MMA DO 아마두 (염따, 딥플로우(Deepflow), 팔로알토, 더 콰이엇(The Quiett) & 사이먼 도미닉) (feat. Woo, 김효은, 넉살(Nucksal) & 허클베리피)",염따,지난주 #97,18 weeks,-2.8%,175K
20200403-20200409,100위,YOU&I(너랑 나),아이유(IU),--,9 weeks,--,174K
20200327-20200402,1위,WANNABE,ITZY,지난주 #1,4 weeks,7.6%,4.08M
20200327-20200402,2위,돌덩이,하현우,지난주 #2,6 weeks,7.8%,2.76M
20200327-20200402,3위,ON,방탄소년단,지난주 #3,6 weeks,-20.6%,1.86M
20200327-20200402,4위,시작,가호,지난주 #5,8 weeks,-9.6%,1.74M
20200327-20200402,5위,FIESTA,아이즈원,지난주 #4,7 weeks,-32.5%,1.37M
20200327-20200402,6위,Any song (아무노래),지코(ZICO),지난주 #6,12 weeks,-29.8%,1.32M
20200327-20200402,7위,뜸(Hold),WINNER,--,1 week,--,1.27M
20200327-20200402,8위,"그때 그 아인 (Someday, The Boy)",김필 (Kim Feel),지난주 #7,6 weeks,-1.9%,1.17M
20200327-20200402,9위,DANCE MONKEY,톤스 앤 아이,지난주 #13,19 weeks,28.9%,1.01M
20200327-20200402,10위,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,지난주 #11,24 weeks,6.8%,925K
20200327-20200402,11위,Psycho,Red Velvet,지난주 #8,15 weeks,-20.4%,918K
20200327-20200402,12위,METEOR,창모(CHANGMO),지난주 #9,17 weeks,-6.5%,897K
20200327-20200402,13위,Blueming(블루밍),아이유(IU),지난주 #12,20 weeks,6.1%,871K
20200327-20200402,14위,Physical (feat. 화사),두아 리파,지난주 #35,4 weeks,121.7%,851K
20200327-20200402,15위,BLOOM (처음처럼),엠씨더맥스,지난주 #62,2 weeks,272.6%,847K
20200327-20200402,16위,아로하 (Aloha),Jo Jung-suk,--,1 week,--,789K
20200327-20200402,17위,What is Love?,TWICE(트와이스),--,53 weeks,--,711K
20200327-20200402,18위,영웅 (英雄; Kick It),NCT 127,지난주 #10,4 weeks,-24.3%,708K
20200327-20200402,19위,Boy With Luv (feat. Halsey(할시)),방탄소년단,지난주 #18,51 weeks,11.2%,636K
20200327-20200402,20위,Rooftop (옥탑방),엔플라잉,--,46 weeks,--,624K
20200327-20200402,21위,HIP,마마무(MAMAMOO),지난주 #14,20 weeks,-8.4%,621K
20200327-20200402,22위,깡 GANG,정지훈,--,5 weeks,--,602K
20200327-20200402,23위,오늘도 빛나는 너에게 (To You My Light) (feat. 이라온),마크툽(MAKTUB),지난주 #16,42 weeks,-8.1%,571K
20200327-20200402,24위,Kill This Love,BLACKPINK,지난주 #22,52 weeks,6.7%,541K
20200327-20200402,25위,Half (반만),진민호,지난주 #24,6 weeks,1.8%,506K
20200327-20200402,26위,Don't Start Now,두아 리파,지난주 #15,22 weeks,-28.4%,483K
20200327-20200402,27위,Memories,Maroon 5(마룬 파이브),지난주 #23,26 weeks,-3%,482K
20200327-20200402,28위,니가 왜 거기서 나와 (feat. Go Eun-ah),영탁,지난주 #17,13 weeks,-20.4%,479K
20200327-20200402,29위,Give You My Heart (마음을 드려요),아이유(IU),지난주 #21,7 weeks,-10.6%,468K
20200327-20200402,30위,Say So,도자캣,지난주 #19,5 weeks,-17.1%,459K
20200327-20200402,31위,Feel Special,TWICE(트와이스),지난주 #26,28 weeks,-3.6%,454K
20200327-20200402,32위,Show Yourself (Idina Menzel(이디나 멘젤) & Evan Rachel Wood),Idina Menzel(이디나 멘젤),--,1 week,--,428K
20200327-20200402,33위,ICY,ITZY,지난주 #33,36 weeks,7.6%,426K
20200327-20200402,34위,좋은 사람 있으면 소개시켜줘,조이(JOY),지난주 #39,2 weeks,16%,422K
20200327-20200402,35위,DUN DUN,EVERGLOW (에버글로우),지난주 #27,9 weeks,-12.3%,411K
20200327-20200402,36위,"야망 (AMBITION) (feat. ASH ISLAND, 김효은, Hash Swan & 창모(CHANGMO))",릴러말즈(Leellamarz),지난주 #32,37 weeks,1.4%,408K
20200327-20200402,37위,Blinding Lights,The Weeknd(위켄드),지난주 #44,4 weeks,27.5%,398K
20200327-20200402,38위,FANCY,TWICE(트와이스),지난주 #38,50 weeks,5.9%,387K
20200327-20200402,39위,벚꽃 엔딩,버스커 버스커(Busker Busker),지난주 #71,24 weeks,83.1%,387K
20200327-20200402,40위,폰서트,10cm(십센치),지난주 #49,30 weeks,32.7%,385K
20200327-20200402,41위,마음이 말하는 행복 (Happiness) (feat.이라온),마크툽(MAKTUB),지난주 #29,12 weeks,-9.8%,369K
20200327-20200402,42위,Into the Unknown (Idina Menzel(이디나 멘젤) & AURORA	),Idina Menzel(이디나 멘젤),지난주 #36,20 weeks,-5.4%,362K
20200327-20200402,43위,Painkiller,루엘,지난주 #31,22 weeks,-11.7%,357K
20200327-20200402,44위,Black Swan,방탄소년단,지난주 #30,11 weeks,-13%,354K
20200327-20200402,45위,빌었어,창모(CHANGMO),지난주 #40,16 weeks,-2.5%,351K
20200327-20200402,46위,To Die For,Sam Smith(샘 스미스),지난주 #37,5 weeks,-9.2%,348K
20200327-20200402,47위,BIRTHDAY,Anne-Marie,지난주 #43,8 weeks,5%,341K
20200327-20200402,48위,어떻게 지내 (I Need You),오반,지난주 #42,4 weeks,-4%,334K
20200327-20200402,49위,Sweet Night,뷔,지난주 #25,3 weeks,-30.1%,332K
20200327-20200402,50위,주저하는 연인들을 위해 (For Lovers Who Hesitate),잔나비,--,28 weeks,--,329K
20200327-20200402,51위,"사랑, 하자 Let's Love",SUHO (수호),--,1 week,--,326K
20200327-20200402,52위,BAD,크리스토퍼,지난주 #51,10 weeks,10.9%,312K
20200327-20200402,53위,Godzilla (feat. 주스 월드),Eminem(에미넴),지난주 #41,10 weeks,-13.6%,309K
20200327-20200402,54위,"코로나 퇴치송 (김호중, 영탁, Lee Chanwon, 임영웅 & 장민호)",김호중,지난주 #28,2 weeks,-32.6%,302K
20200327-20200402,55위,Crying and regretting (울면서 후회하네) (임영웅 & Kim Soochan),임영웅,--,1 week,--,297K
20200327-20200402,56위,Maniac,코난 그레이,지난주 #67,9 weeks,31.9%,286K
20200327-20200402,57위,Lip & Hip,현아(HyunA),지난주 #61,32 weeks,22.3%,284K
20200327-20200402,58위,Friends,방탄소년단,지난주 #46,6 weeks,-9%,279K
20200327-20200402,59위,The fifth season(다섯 번째 계절) (SSFWL),오마이걸(OH MY GIRL),--,27 weeks,--,278K
20200327-20200402,60위,"BAND (창모(CHANGMO), 해쉬 스완(Hash Swan), ASH ISLAND & 김효은)",창모(CHANGMO),지난주 #52,15 weeks,-1.6%,276K
20200327-20200402,61위,Selfmade Orange 2 (feat. 창모(CHANGMO) & Paul Blanco),SUPERBEE,지난주 #34,3 weeks,-30.9%,271K
20200327-20200402,62위,"한강 gang megamix (Feat. 장석훈, CHANGMO, Coogie, SUPERBEE, Beenzino, ZENE THE ZILLA)",더 콰이엇(The Quiett),지난주 #54,17 weeks,-0.9%,270K
20200327-20200402,63위,Square (2017),백예린,지난주 #57,17 weeks,7.5%,269K
20200327-20200402,64위,버릇처럼 셋을 센다,KCM,지난주 #53,6 weeks,-4.2%,265K
20200327-20200402,65위,"Bom(나만, 봄)",볼빨간사춘기,지난주 #77,22 weeks,30%,258K
20200327-20200402,66위,Remember Me (불꽃놀이),오마이걸(OH MY GIRL),--,25 weeks,--,248K
20200327-20200402,67위,ROXANNE,아리조나 제르바스,지난주 #45,19 weeks,-21.2%,244K
20200327-20200402,68위,Break My Heart,두아 리파,--,1 week,--,241K
20200327-20200402,69위,400km (Feat. Kid Milli) (feat. 키드밀리),한요한,--,1 week,--,241K
20200327-20200402,70위,기억을 걷는 시간 (The time of walking on remembrance),넬(NELL),지난주 #63,8 weeks,4.1%,235K
20200327-20200402,71위,우리집 My House,2PM,지난주 #50,11 weeks,-19.7%,231K
20200327-20200402,72위,I will give you all (내가 많이 사랑해요),이승철,지난주 #72,6 weeks,6.8%,223K
20200327-20200402,73위,"다시 난, 여기 (Here I Am Again)",백예린,지난주 #58,12 weeks,-9.4%,223K
20200327-20200402,74위,00:00 (Zero O’Clock),방탄소년단,지난주 #60,6 weeks,-6.7%,218K
20200327-20200402,75위,12:45 (Stripped),Etham,지난주 #78,2 weeks,8.2%,214K
20200327-20200402,76위,Workaholic,볼빨간사춘기,--,21 weeks,--,214K
20200327-20200402,77위,"When I tell you goodbye (아무렇지 않게, 안녕)",박혜원(HYNN),--,1 week,--,210K
20200327-20200402,78위,every moment with you (당신과는 천천히),장범준,--,10 weeks,--,206K
20200327-20200402,79위,Cheap Thrills,Sia(시아),지난주 #90,11 weeks,21.1%,205K
20200327-20200402,80위,BOSS,NCT U,지난주 #82,14 weeks,10.1%,204K
20200327-20200402,81위,Hopefully sky(하늘바라기) (feat. 하림),정은지,지난주 #88,6 weeks,17.4%,202K
20200327-20200402,82위,JOKE! (feat. 씨잼(C Jamm) & 사이먼 도미닉),CODE KUNST,지난주 #74,3 weeks,-2.2%,199K
20200327-20200402,83위,Say,윤미래,지난주 #56,3 weeks,-23.3%,197K
20200327-20200402,84위,눈물비 (정동원 Ver.),정동원,지난주 #70,10 weeks,-8.4%,196K
20200327-20200402,85위,음파음파 Umpah Umpah,Red Velvet,--,21 weeks,--,194K
20200327-20200402,86위,Falling,Harry Styles(해리 스타일스),지난주 #87,9 weeks,12.7%,194K
20200327-20200402,87위,아로하,쿨(COOL),--,1 week,--,192K
20200327-20200402,88위,You Were Beautiful(예뻤어),DAY6(데이식스),--,2 weeks,--,192K
20200327-20200402,89위,So What,이달의 소녀,지난주 #66,9 weeks,-12.9%,191K
20200327-20200402,90위,Supalonely (feat. 거스 대퍼튼),BENEE,지난주 #69,2 weeks,-11.4%,191K
20200327-20200402,91위,2U,강다니엘,--,1 week,--,189K
20200327-20200402,92위,Scream,드림캐쳐(Dreamcatcher),지난주 #80,7 weeks,-2.6%,188K
20200327-20200402,93위,Kings & Queens,에이바 맥스,--,1 week,--,188K
20200327-20200402,94위,보라빛 엽서,임영웅,지난주 #59,3 weeks,-22.8%,183K
20200327-20200402,95위,Speechless (Full),나오미 스콧,--,31 weeks,--,182K
20200327-20200402,96위,Yummy,Justin Bieber(저스틴 비버),지난주 #83,13 weeks,-2.4%,180K
20200327-20200402,97위,"I'MMA DO 아마두 (염따, 딥플로우(Deepflow), 팔로알토, 더 콰이엇(The Quiett) & 사이먼 도미닉) (feat. Woo, 김효은, 넉살(Nucksal) & 허클베리피)",염따,지난주 #73,17 weeks,-13.6%,180K
20200327-20200402,98위,In Your Eyes,The Weeknd(위켄드),--,1 week,--,180K
20200327-20200402,99위,Lonely Night,권진아,--,1 week,--,180K
20200327-20200402,100위,Va va vis,Florina,지난주 #55,4 weeks,-31%,178K
20200320-20200326,1위,WANNABE,ITZY,지난주 #1,3 weeks,-18.6%,3.79M
20200320-20200326,2위,돌덩이,하현우,지난주 #3,5 weeks,14.1%,2.56M
20200320-20200326,3위,ON,방탄소년단,지난주 #2,5 weeks,-19.3%,2.34M
20200320-20200326,4위,FIESTA,아이즈원,지난주 #5,6 weeks,28.9%,2.03M
20200320-20200326,5위,시작,가호,지난주 #6,7 weeks,24.3%,1.93M
20200320-20200326,6위,Any song (아무노래),지코(ZICO),지난주 #4,11 weeks,17.3%,1.88M
20200320-20200326,7위,"그때 그 아인 (Someday, The Boy)",김필 (Kim Feel),지난주 #8,5 weeks,6.3%,1.2M
20200320-20200326,8위,Psycho,Red Velvet,지난주 #11,14 weeks,22.9%,1.15M
20200320-20200326,9위,METEOR,창모(CHANGMO),지난주 #9,16 weeks,-5.8%,959K
20200320-20200326,10위,영웅 (英雄; Kick It),NCT 127,지난주 #15,3 weeks,35.5%,936K
20200320-20200326,11위,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,지난주 #14,23 weeks,18.9%,866K
20200320-20200326,12위,Blueming(블루밍),아이유(IU),지난주 #12,19 weeks,0.3%,821K
20200320-20200326,13위,DANCE MONKEY,톤스 앤 아이,지난주 #22,18 weeks,52.5%,780K
20200320-20200326,14위,HIP,마마무(MAMAMOO),지난주 #13,19 weeks,-8.2%,678K
20200320-20200326,15위,Don't Start Now,두아 리파,지난주 #39,21 weeks,83.2%,674K
20200320-20200326,16위,오늘도 빛나는 너에게 (To You My Light) (feat. 이라온),마크툽(MAKTUB),지난주 #19,41 weeks,3.5%,621K
20200320-20200326,17위,니가 왜 거기서 나와 (feat. Go Eun-ah),영탁,지난주 #10,12 weeks,-38.4%,602K
20200320-20200326,18위,Boy With Luv (feat. Halsey(할시)),방탄소년단,지난주 #16,50 weeks,-13.2%,572K
20200320-20200326,19위,Say So,도자캣,지난주 #26,4 weeks,19.3%,554K
20200320-20200326,20위,bad guy,빌리 아일리시,지난주 #35,49 weeks,33.9%,534K
20200320-20200326,21위,Give You My Heart (마음을 드려요),아이유(IU),지난주 #18,6 weeks,-18.4%,524K
20200320-20200326,22위,Kill This Love,BLACKPINK,지난주 #27,51 weeks,10.6%,507K
20200320-20200326,23위,Memories,Maroon 5(마룬 파이브),지난주 #25,25 weeks,1.8%,497K
20200320-20200326,24위,Half (반만),진민호,지난주 #24,5 weeks,-0.9%,497K
20200320-20200326,25위,Sweet Night,뷔,지난주 #7,2 weeks,-67%,475K
20200320-20200326,26위,Feel Special,TWICE(트와이스),지난주 #29,27 weeks,4%,471K
20200320-20200326,27위,DUN DUN,EVERGLOW (에버글로우),지난주 #20,8 weeks,-19.8%,469K
20200320-20200326,28위,"코로나 퇴치송 (김호중, 영탁, Lee Chanwon, 임영웅 & 장민호)",김호중,--,1 week,--,448K
20200320-20200326,29위,마음이 말하는 행복 (Happiness) (feat.이라온),마크툽(MAKTUB),지난주 #23,11 weeks,-19.3%,409K
20200320-20200326,30위,Black Swan,방탄소년단,지난주 #21,10 weeks,-24.4%,407K
20200320-20200326,31위,Painkiller,루엘,지난주 #37,21 weeks,6.2%,404K
20200320-20200326,32위,"야망 (AMBITION) (feat. ASH ISLAND, 김효은, Hash Swan & 창모(CHANGMO))",릴러말즈(Leellamarz),지난주 #32,36 weeks,-2.1%,402K
20200320-20200326,33위,ICY,ITZY,지난주 #34,35 weeks,-1.4%,396K
20200320-20200326,34위,Selfmade Orange 2 (feat. 창모(CHANGMO) & Paul Blanco),SUPERBEE,지난주 #17,2 weeks,-39.3%,392K
20200320-20200326,35위,Physical (feat. 화사),두아 리파,--,3 weeks,--,384K
20200320-20200326,36위,Into the Unknown (Idina Menzel(이디나 멘젤) & AURORA	),Idina Menzel(이디나 멘젤),지난주 #28,19 weeks,-16.1%,383K
20200320-20200326,37위,To Die For,Sam Smith(샘 스미스),지난주 #43,4 weeks,10.6%,383K
20200320-20200326,38위,FANCY,TWICE(트와이스),지난주 #42,49 weeks,4.1%,366K
20200320-20200326,39위,좋은 사람 있으면 소개시켜줘,조이(JOY),--,1 week,--,364K
20200320-20200326,40위,빌었어,창모(CHANGMO),지난주 #33,15 weeks,-11.1%,360K
20200320-20200326,41위,Godzilla (feat. 주스 월드),Eminem(에미넴),지난주 #31,9 weeks,-20.1%,357K
20200320-20200326,42위,어떻게 지내 (I Need You),오반,지난주 #40,3 weeks,-2.5%,348K
20200320-20200326,43위,BIRTHDAY,Anne-Marie,지난주 #47,7 weeks,8.4%,325K
20200320-20200326,44위,Blinding Lights,The Weeknd(위켄드),지난주 #70,3 weeks,39.4%,313K
20200320-20200326,45위,ROXANNE,아리조나 제르바스,지난주 #44,18 weeks,-9.9%,310K
20200320-20200326,46위,Friends,방탄소년단,지난주 #38,5 weeks,-16.9%,306K
20200320-20200326,47위,Senorita (Shawn Mendes(션 멘데스) & Camila Cabello(카밀라 카베요)),Shawn Mendes(션 멘데스),--,35 weeks,--,302K
20200320-20200326,48위,LION,(여자)아이들,지난주 #46,22 weeks,-1.7%,301K
20200320-20200326,49위,폰서트,10cm(십센치),지난주 #68,29 weeks,28.9%,290K
20200320-20200326,50위,우리집 My House,2PM,지난주 #45,10 weeks,-14.3%,288K
20200320-20200326,51위,BAD,크리스토퍼,지난주 #56,9 weeks,8.5%,281K
20200320-20200326,52위,"BAND (창모(CHANGMO), 해쉬 스완(Hash Swan), ASH ISLAND & 김효은)",창모(CHANGMO),지난주 #51,14 weeks,-3%,281K
20200320-20200326,53위,버릇처럼 셋을 센다,KCM,지난주 #50,5 weeks,-4.8%,276K
20200320-20200326,54위,"한강 gang megamix (Feat. 장석훈, CHANGMO, Coogie, SUPERBEE, Beenzino, ZENE THE ZILLA)",더 콰이엇(The Quiett),지난주 #48,16 weeks,-8.8%,272K
20200320-20200326,55위,Va va vis,Florina,지난주 #36,3 weeks,-32.6%,258K
20200320-20200326,56위,Say,윤미래,--,1 week,--,257K
20200320-20200326,57위,Square (2017),백예린,지난주 #60,16 weeks,3.5%,250K
20200320-20200326,58위,"다시 난, 여기 (Here I Am Again)",백예린,지난주 #57,11 weeks,-2.8%,246K
20200320-20200326,59위,보라빛 엽서,임영웅,지난주 #30,2 weeks,-47%,237K
20200320-20200326,60위,00:00 (Zero O’Clock),방탄소년단,지난주 #49,5 weeks,-20.9%,234K
20200320-20200326,61위,Lip & Hip,현아(HyunA),--,31 weeks,--,232K
20200320-20200326,62위,BLOOM (처음처럼),엠씨더맥스,--,1 week,--,227K
20200320-20200326,63위,기억을 걷는 시간 (The time of walking on remembrance),넬(NELL),--,7 weeks,--,225K
20200320-20200326,64위,늦은 밤 너의 집 앞 골목길에서 (Late Night),노을,지난주 #59,20 weeks,-9.2%,225K
20200320-20200326,65위,Ending Credit,엄정화,지난주 #100,3 weeks,35.8%,220K
20200320-20200326,66위,So What,이달의 소녀,지난주 #61,8 weeks,-8.6%,219K
