"","제목","시청률","주차"
"625","MBN뉴스8","3.628","20180523"
"626","5시정치부회의","3.347","20180523"
"627","MBN뉴스와이드","3.178","20180523"
"628","보도본부핫라인","3.073","20180523"
"629","4시사건반장","3.036","20180523"
"630","뉴스TOP10","2.777","20180523"
"631","나는자연인이다","5.936","20180523"
"632","JTBC뉴스룸","5.680","20180523"
"633","식큐멘터리한끼줍쇼","4.121","20180523"
"634","강적들","3.842","20180523"
"635","MBN뉴스8","3.628","20180523"
"636","5시정치부회의","3.347","20180523"
"637","MBN뉴스와이드","3.178","20180523"
"638","보도본부핫라인","3.073","20180523"
"639","4시사건반장","3.036","20180523"
"640","뉴스TOP10","2.777","20180523"
"641","JTBC뉴스룸","6.523","20180524"
"642","이규연의스포트라이트","4.236","20180524"
"643","썰전","3.980","20180524"
"644","JTBC뉴스특보","3.882","20180524"
"645","MBN뉴스8","3.261","20180524"
"646","나만믿고따라와도시어부","3.260","20180524"
"647","5시정치부회의","3.128","20180524"
"648","살림9단의만물상","2.971","20180524"
"649","썰전","2.918","20180524"
"650","TV조선뉴스특보","2.915","20180524"
"651","JTBC뉴스룸","6.523","20180524"
"652","이규연의스포트라이트","4.236","20180524"
"653","썰전","3.980","20180524"
"654","JTBC뉴스특보","3.882","20180524"
"655","MBN뉴스8","3.261","20180524"
"656","나만믿고따라와도시어부","3.260","20180524"
"657","5시정치부회의","3.128","20180524"
"658","살림9단의만물상","2.971","20180524"
"659","썰전","2.918","20180524"
"660","TV조선뉴스특보","2.915","20180524"
"661","JTBC뉴스룸","4.962","20180525"
"662","현장르포특종세상","4.229","20180525"
"663","비긴어게인2","4.171","20180525"
"664","5시정치부회의","3.365","20180525"
"665","금토드라마(내일을그리는손스케치)","3.254","20180525"
"666","김광일의신통방통","3.192","20180525"
"667","MBN뉴스8","3.170","20180525"
"668","보도본부핫라인","2.947","20180525"
"669","TV조선뉴스9","2.817","20180525"
"670","뉴스TOP10","2.783","20180525"
"671","JTBC뉴스룸","4.962","20180525"
"672","현장르포특종세상","4.229","20180525"
"673","비긴어게인2","4.171","20180525"
"674","5시정치부회의","3.365","20180525"
"675","금토드라마(내일을그리는손스케치)","3.254","20180525"
"676","김광일의신통방통","3.192","20180525"
"677","MBN뉴스8","3.170","20180525"
"678","보도본부핫라인","2.947","20180525"
"679","TV조선뉴스9","2.817","20180525"
"680","뉴스TOP10","2.783","20180525"
"681","아는형님","6.158","20180526"
"682","속풀이쇼동치미","4.684","20180526"
"683","JTBC뉴스룸","4.299","20180526"
"684","금토드라마(내일을그리는손스케치)","3.682","20180526"
"685","MBN뉴스8","2.677","20180526"
"686","기막힌이야기실제상황","2.661","20180526"
"687","TV조선뉴스특보","2.454","20180526"
"688","TV조선뉴스현장","2.403","20180526"
"689","MBN뉴스와이드","2.358","20180526"
"690","신통방통","2.203","20180526"
"691","아는형님","6.158","20180526"
"692","속풀이쇼동치미","4.684","20180526"
"693","JTBC뉴스룸","4.299","20180526"
"694","금토드라마(내일을그리는손스케치)","3.682","20180526"
"695","MBN뉴스8","2.677","20180526"
"696","기막힌이야기실제상황","2.661","20180526"
"697","TV조선뉴스특보","2.454","20180526"
"698","TV조선뉴스현장","2.403","20180526"
"699","MBN뉴스와이드","2.358","20180526"
"700","신통방통","2.203","20180526"
"701","MBN뉴스8","4.013","20180527"
"702","JTBC뉴스룸","3.942","20180527"
"703","알토란","3.851","20180527"
"704","속풀이쇼동치미","3.426","20180527"
"705","투유프로젝트슈가맨2","3.210","20180527"
"706","뭉쳐야뜬다패키지로세계일주","3.011","20180527"
"707","천기누설","2.728","20180527"
"708","이제만나러갑니다","2.613","20180527"
"709","JTBC뉴스특보","2.524","20180527"
"710","아는형님","2.314","20180527"
"711","MBN뉴스8","4.013","20180527"
"712","JTBC뉴스룸","3.942","20180527"
"713","알토란","3.851","20180527"
"714","속풀이쇼동치미","3.426","20180527"
"715","투유프로젝트슈가맨2","3.210","20180527"
"716","뭉쳐야뜬다패키지로세계일주","3.011","20180527"
"717","천기누설","2.728","20180527"
"718","이제만나러갑니다","2.613","20180527"
"719","JTBC뉴스특보","2.524","20180527"
"720","아는형님","2.314","20180527"
"721","JTBC뉴스룸","6.683","20180528"
"722","월화드라마(미스함무라비)","5.045","20180528"
"723","인생감정쇼얼마예요","4.358","20180528"
"724","냉장고를부탁해","3.879","20180528"
"725","MBN뉴스8","3.683","20180528"
"726","5시정치부회의","3.279","20180528"
"727","풍문으로들었쇼","3.030","20180528"
"728","MBN뉴스와이드","2.853","20180528"
"729","판도라","2.843","20180528"
"730","4시사건반장","2.820","20180528"
"731","JTBC뉴스룸","6.683","20180528"
"732","월화드라마(미스함무라비)","5.045","20180528"
"733","인생감정쇼얼마예요","4.358","20180528"
"734","냉장고를부탁해","3.879","20180528"
"735","MBN뉴스8","3.683","20180528"
"736","5시정치부회의","3.279","20180528"
"737","풍문으로들었쇼","3.030","20180528"
"738","MBN뉴스와이드","2.853","20180528"
"739","판도라","2.843","20180528"
"740","4시사건반장","2.820","20180528"
"741","JTBC뉴스룸","6.653","20180529"
"742","월화드라마(미스함무라비)","4.924","20180529"
"743","휴먼다큐(사노라면)","4.219","20180529"
"744","김제동의톡투유행복한가요그대","3.686","20180529"
"745","MBN뉴스8","3.350","20180529"
"746","5시정치부회의","3.291","20180529"
"747","엄지의제왕","3.225","20180529"
"748","나는몸신이다","2.884","20180529"
"749","TV조선뉴스9","2.801","20180529"
"750","4시사건반장","2.783","20180529"
"751","JTBC뉴스룸","6.653","20180529"
"752","월화드라마(미스함무라비)","4.924","20180529"
"753","휴먼다큐(사노라면)","4.219","20180529"
"754","김제동의톡투유행복한가요그대","3.686","20180529"
"755","MBN뉴스8","3.350","20180529"
"756","5시정치부회의","3.291","20180529"
"757","엄지의제왕","3.225","20180529"
"758","나는몸신이다","2.884","20180529"
"759","TV조선뉴스9","2.801","20180529"
"760","4시사건반장","2.783","20180529"
"761","JTBC뉴스룸","6.212","20180530"
"762","나는자연인이다","6.016","20180530"
"763","식큐멘터리한끼줍쇼","5.173","20180530"
"764","MBN뉴스8","3.533","20180530"
"765","강적들","2.863","20180530"
"766","5시정치부회의","2.801","20180530"
"767","뉴스파이터","2.797","20180530"
"768","질문있습니다차이나는클라스","2.643","20180530"
"769","4시사건반장","2.558","20180530"
"770","MBN뉴스와이드","2.531","20180530"
"771","JTBC뉴스룸","6.212","20180530"
"772","나는자연인이다","6.016","20180530"
"773","식큐멘터리한끼줍쇼","5.173","20180530"
"774","MBN뉴스8","3.533","20180530"
"775","강적들","2.863","20180530"
"776","5시정치부회의","2.801","20180530"
"777","뉴스파이터","2.797","20180530"
"778","질문있습니다차이나는클라스","2.643","20180530"
"779","4시사건반장","2.558","20180530"
"780","MBN뉴스와이드","2.531","20180530"
"781","JTBC뉴스룸","5.876","20180531"
"782","썰전","4.265","20180531"
"783","이규연의스포트라이트","3.619","20180531"
"784","나만믿고따라와도시어부","3.458","20180531"
"785","MBN뉴스8","3.316","20180531"
"786","살림9단의만물상","3.199","20180531"
"787","5시정치부회의","3.050","20180531"
"788","인생다큐(마이웨이)","2.866","20180531"
"789","여행생활자집시맨","2.713","20180531"
"790","뉴스TOP10","2.636","20180531"
"791","JTBC뉴스룸","5.876","20180531"
"792","썰전","4.265","20180531"
"793","이규연의스포트라이트","3.619","20180531"
"794","나만믿고따라와도시어부","3.458","20180531"
"795","MBN뉴스8","3.316","20180531"
"796","살림9단의만물상","3.199","20180531"
"797","5시정치부회의","3.050","20180531"
"798","인생다큐(마이웨이)","2.866","20180531"
"799","여행생활자집시맨","2.713","20180531"
"800","뉴스TOP10","2.636","20180531"
"801","현장르포특종세상","4.803","20180601"
"802","비긴어게인2","4.742","20180601"
"803","JTBC뉴스룸","3.944","20180601"
"804","구조신호시그널","3.515","20180601"
"805","5시정치부회의","3.306","20180601"
"806","금토드라마(내일을그리는손스케치)","2.982","20180601"
"807","4시사건반장","2.960","20180601"
"808","인생감정쇼얼마예요","2.910","20180601"
"809","MBN뉴스8","2.562","20180601"
"810","러브라인추리게임하트시그널2","2.487","20180601"
"811","현장르포특종세상","4.803","20180601"
"812","비긴어게인2","4.742","20180601"
"813","JTBC뉴스룸","3.944","20180601"
"814","구조신호시그널","3.515","20180601"
"815","5시정치부회의","3.306","20180601"
"816","금토드라마(내일을그리는손스케치)","2.982","20180601"
"817","4시사건반장","2.960","20180601"
"818","인생감정쇼얼마예요","2.910","20180601"
"819","MBN뉴스8","2.562","20180601"
"820","러브라인추리게임하트시그널2","2.487","20180601"
"821","속풀이쇼동치미","5.437","20180602"
"822","아는형님","5.204","20180602"
"823","금토드라마(내일을그리는손스케치)","3.196","20180602"
"824","JTBC뉴스룸","2.943","20180602"
"825","기막힌이야기실제상황","2.918","20180602"
"826","MBN뉴스8","2.888","20180602"
"827","인생감정쇼얼마예요","2.285","20180602"
"828","살림9단의만물상","2.216","20180602"
"829","나만믿고따라와도시어부","2.070","20180602"
"830","기막힌이야기실제상황","1.963","20180602"
"831","속풀이쇼동치미","5.437","20180602"
"832","아는형님","5.204","20180602"
"833","금토드라마(내일을그리는손스케치)","3.196","20180602"
"834","JTBC뉴스룸","2.943","20180602"
"835","기막힌이야기실제상황","2.918","20180602"
"836","MBN뉴스8","2.888","20180602"
"837","인생감정쇼얼마예요","2.285","20180602"
"838","살림9단의만물상","2.216","20180602"
"839","나만믿고따라와도시어부","2.070","20180602"
"840","기막힌이야기실제상황","1.963","20180602"
"841","알토란","4.126","20180603"
"842","MBN뉴스8","3.469","20180603"
"843","JTBC뉴스룸","3.278","20180603"
"844","뭉쳐야뜬다패키지로세계일주","2.928","20180603"
"845","속풀이쇼동치미","2.891","20180603"
"846","구조신호시그널","2.862","20180603"
"847","MBN뉴스와이드","2.595","20180603"
"848","히든싱어레전드특별보급판","2.451","20180603"
"849","이제만나러갑니다","2.386","20180603"
"850","TV조선뉴스현장","2.071","20180603"
"851","알토란","4.126","20180603"
"852","MBN뉴스8","3.469","20180603"
"853","JTBC뉴스룸","3.278","20180603"
"854","뭉쳐야뜬다패키지로세계일주","2.928","20180603"
"855","속풀이쇼동치미","2.891","20180603"
"856","구조신호시그널","2.862","20180603"
"857","MBN뉴스와이드","2.595","20180603"
"858","히든싱어레전드특별보급판","2.451","20180603"
"859","이제만나러갑니다","2.386","20180603"
"860","TV조선뉴스현장","2.071","20180603"
"861","JTBC뉴스룸","6.510","20180604"
"862","월화드라마(미스함무라비)","4.735","20180604"
"863","인생감정쇼얼마예요","4.404","20180604"
"864","판도라","3.541","20180604"
"865","MBN뉴스8","3.419","20180604"
"866","MBN뉴스와이드","2.966","20180604"
"867","5시정치부회의","2.824","20180604"
"868","TV조선뉴스9","2.690","20180604"
"869","4시사건반장","2.600","20180604"
"870","사건파일24","2.475","20180604"
"871","JTBC뉴스룸","6.510","20180604"
"872","월화드라마(미스함무라비)","4.735","20180604"
"873","인생감정쇼얼마예요","4.404","20180604"
"874","판도라","3.541","20180604"
"875","MBN뉴스8","3.419","20180604"
"876","MBN뉴스와이드","2.966","20180604"
"877","5시정치부회의","2.824","20180604"
"878","TV조선뉴스9","2.690","20180604"
"879","4시사건반장","2.600","20180604"
"880","사건파일24","2.475","20180604"
"881","JTBC뉴스룸","5.234","20180605"
"882","월화드라마(미스함무라비)","5.083","20180605"
"883","휴먼다큐(사노라면)","4.658","20180605"
"884","엄지의제왕","3.255","20180605"
"885","세상어디에도없는아내의맛","3.201","20180605"
"886","MBN뉴스8","3.178","20180605"
"887","4시사건반장","2.721","20180605"
"888","나는몸신이다","2.467","20180605"
"889","5시정치부회의","2.454","20180605"
"890","MBN뉴스와이드","2.338","20180605"
"891","JTBC뉴스룸","5.234","20180605"
"892","월화드라마(미스함무라비)","5.083","20180605"
"893","휴먼다큐(사노라면)","4.658","20180605"
"894","엄지의제왕","3.255","20180605"
"895","세상어디에도없는아내의맛","3.201","20180605"
"896","MBN뉴스8","3.178","20180605"
"897","4시사건반장","2.721","20180605"
"898","나는몸신이다","2.467","20180605"
"899","5시정치부회의","2.454","20180605"
"900","MBN뉴스와이드","2.338","20180605"
"901","JTBC뉴스룸","6.649","20180606"
"902","나는자연인이다","6.266","20180606"
"903","식큐멘터리한끼줍쇼","4.649","20180606"
"904","MBN뉴스8","4.126","20180606"
"905","속풀이쇼동치미","3.596","20180606"
"906","강적들","3.264","20180606"
"907","질문있습니다차이나는클라스","3.263","20180606"
"908","현장르포특종세상","2.703","20180606"
"909","5시정치부회의","2.653","20180606"
"910","보도본부핫라인","2.552","20180606"
"911","JTBC뉴스룸","6.649","20180606"
"912","나는자연인이다","6.266","20180606"
"913","식큐멘터리한끼줍쇼","4.649","20180606"
"914","MBN뉴스8","4.126","20180606"
"915","속풀이쇼동치미","3.596","20180606"
"916","강적들","3.264","20180606"
"917","질문있습니다차이나는클라스","3.263","20180606"
"918","현장르포특종세상","2.703","20180606"
"919","5시정치부회의","2.653","20180606"
"920","보도본부핫라인","2.552","20180606"
"921","JTBC뉴스룸","4.979","20180607"
"922","썰전","4.751","20180607"
"923","이규연의스포트라이트","4.575","20180607"
"924","나만믿고따라와도시어부","3.876","20180607"
